image_id,D1,D2,D3,D4,D5
08006.jpg,1,0,1,0,1
05986.jpg,1,0,1,0,1
26279.jpg,1,0,1,1,1
15165.jpg,0,0,1,0,1
42419.jpg,1,0,1,1,1
26083.jpg,1,0,1,0,1
31166.jpg,1,0,1,1,1
46016.jpg,1,0,0,1,1
31728.jpg,1,0,1,0,1
37761.jpg,0,0,0,1,1
22690.jpg,1,0,1,0,1
12401.jpg,1,0,1,1,1
45410.jpg,1,0,1,0,1
30749.jpg,1,0,1,0,1
08263.jpg,1,0,1,1,1
32718.jpg,1,0,1,1,1
35004.jpg,1,0,1,1,1
14564.jpg,1,0,0,1,0
33546.jpg,1,0,1,0,1
25961.jpg,1,0,1,1,1
42492.jpg,1,0,1,0,1
22461.jpg,1,0,0,1,0
26118.jpg,1,0,1,0,1
06819.jpg,1,0,1,0,1
12620.jpg,0,0,1,0,1
39422.jpg,1,0,1,1,1
16359.jpg,1,0,1,1,1
09808.jpg,1,0,1,0,1
02577.jpg,1,0,1,0,1
12454.jpg,1,0,1,0,1
32225.jpg,1,0,1,0,1
26683.jpg,1,0,1,0,1
30069.jpg,1,0,1,0,1
41484.jpg,1,0,1,0,1
30622.jpg,1,0,1,0,1
43322.jpg,1,0,1,0,1
10684.jpg,1,0,1,1,1
42672.jpg,1,0,0,1,1
43448.jpg,1,0,1,0,1
38582.jpg,1,0,1,0,1
18758.jpg,1,0,1,0,1
22592.jpg,1,0,1,0,1
48426.jpg,1,0,1,0,1
06269.jpg,1,0,1,0,1
30238.jpg,1,0,1,0,1
45186.jpg,0,0,1,0,1
29616.jpg,1,0,1,0,1
39429.jpg,1,0,1,0,1
17282.jpg,1,0,1,0,1
03649.jpg,1,0,1,0,1
39332.jpg,1,0,1,0,1
46296.jpg,1,0,1,0,1
32417.jpg,1,0,1,0,1
17141.jpg,1,0,1,0,1
26985.jpg,1,0,1,0,1
24383.jpg,1,0,1,0,1
25456.jpg,1,0,1,0,1
26382.jpg,1,0,1,0,1
12389.jpg,1,0,1,0,1
37837.jpg,1,0,1,0,1
39247.jpg,1,0,1,0,1
04675.jpg,1,0,1,1,1
05797.jpg,1,0,0,1,1
34741.jpg,1,0,1,0,1
40331.jpg,1,0,1,0,1
16384.jpg,1,0,1,1,1
02376.jpg,1,0,1,1,1
30632.jpg,1,0,1,1,1
01467.jpg,1,0,1,0,1
11942.jpg,1,0,1,0,1
23356.jpg,1,0,1,0,1
01302.jpg,1,0,1,0,1
34292.jpg,1,0,1,0,1
34194.jpg,1,0,1,0,1
23835.jpg,1,0,1,0,1
15092.jpg,1,0,1,0,1
24113.jpg,1,0,1,0,1
24754.jpg,1,0,1,1,1
29349.jpg,1,0,1,0,1
16432.jpg,1,0,1,0,1
48141.jpg,1,0,1,0,1
20618.jpg,1,0,1,0,1
20335.jpg,1,0,1,1,1
22727.jpg,1,0,1,0,1
28171.jpg,1,0,1,0,1
21075.jpg,1,0,1,0,1
49845.jpg,1,0,1,0,1
36544.jpg,1,0,1,0,1
14377.jpg,1,0,1,0,1
38273.jpg,1,0,1,0,1
21108.jpg,1,0,1,0,1
31330.jpg,1,0,1,0,1
22069.jpg,1,0,1,0,1
47584.jpg,1,0,1,1,1
06025.jpg,1,0,1,0,1
21141.jpg,1,1,1,0,1
27782.jpg,1,0,1,0,1
26082.jpg,1,0,1,0,1
35237.jpg,1,0,1,0,1
19433.jpg,1,0,1,0,1
09298.jpg,1,0,1,0,1
17716.jpg,1,0,1,0,1
49650.jpg,1,0,1,1,1
33804.jpg,1,0,1,0,1
05234.jpg,1,0,1,0,1
26906.jpg,1,0,0,1,1
44026.jpg,1,0,1,0,1
19231.jpg,1,0,1,0,1
05624.jpg,1,0,1,0,1
17263.jpg,1,0,1,0,1
13423.jpg,1,0,1,0,1
09199.jpg,1,0,1,1,1
46066.jpg,0,0,1,0,1
03865.jpg,1,0,1,1,1
13993.jpg,1,0,1,0,1
33749.jpg,1,0,1,0,1
46595.jpg,1,0,1,1,1
29296.jpg,1,0,1,0,1
18940.jpg,0,0,1,1,1
29600.jpg,1,0,1,0,1
04944.jpg,1,0,1,1,1
10954.jpg,1,0,1,0,1
27042.jpg,1,0,1,1,1
11244.jpg,0,0,1,0,1
06821.jpg,1,0,1,1,1
47456.jpg,0,0,1,1,1
08115.jpg,1,0,1,0,1
04420.jpg,0,1,1,0,1
15982.jpg,1,0,1,0,0
47836.jpg,0,1,1,0,1
32630.jpg,1,0,1,0,1
45656.jpg,1,0,1,0,1
47954.jpg,1,0,1,0,1
08604.jpg,1,0,1,0,1
10439.jpg,0,1,0,1,0
37026.jpg,0,0,0,1,0
43055.jpg,0,0,0,1,0
01530.jpg,0,0,0,1,0
39907.jpg,0,0,0,1,0
13119.jpg,0,0,0,1,0
42657.jpg,0,0,0,1,0
36076.jpg,0,0,0,1,0
41731.jpg,0,0,0,1,0
05902.jpg,0,0,1,1,0
34710.jpg,1,0,0,1,0
03548.jpg,1,0,0,1,0
34643.jpg,0,1,0,1,0
02893.jpg,0,1,0,1,0
04114.jpg,0,0,1,0,1
32514.jpg,0,0,1,1,0
44907.jpg,1,0,0,1,0
39516.jpg,1,0,1,0,0
34484.jpg,0,0,0,1,0
31250.jpg,1,0,0,1,0
22269.jpg,0,0,0,1,0
26803.jpg,0,1,1,0,0
42671.jpg,0,0,0,1,0
00669.jpg,0,0,0,1,0
21500.jpg,0,1,0,1,0
40678.jpg,0,1,0,1,0
16288.jpg,1,1,1,0,0
26995.jpg,1,1,0,1,0
03903.jpg,1,0,1,1,0
38512.jpg,0,0,1,0,0
10437.jpg,0,0,0,1,0
34276.jpg,1,0,0,1,0
24286.jpg,0,0,1,1,1
05099.jpg,1,1,0,1,1
08027.jpg,0,0,0,1,0
49782.jpg,0,1,0,0,0
32470.jpg,0,1,0,0,0
43346.jpg,1,1,0,1,0
34703.jpg,1,0,0,1,0
45023.jpg,1,1,0,1,0
23717.jpg,0,0,0,1,0
18287.jpg,0,1,0,1,0
10715.jpg,0,1,0,1,0
40424.jpg,0,0,0,1,0
06774.jpg,0,0,0,1,0
30098.jpg,0,1,0,1,0
11097.jpg,0,0,0,1,0
39921.jpg,0,0,1,1,1
33102.jpg,0,0,0,1,0
23532.jpg,1,0,0,1,0
07228.jpg,0,0,0,1,0
12203.jpg,0,0,0,1,0
40435.jpg,0,0,1,1,1
11315.jpg,0,1,1,0,1
25032.jpg,0,1,1,0,1
22125.jpg,0,1,0,1,0
05178.jpg,1,0,0,1,0
30857.jpg,0,0,1,0,0
44630.jpg,1,0,1,0,0
38682.jpg,1,1,0,1,0
18305.jpg,1,0,0,0,0
28626.jpg,1,0,0,0,0
43971.jpg,0,0,0,1,0
22819.jpg,0,0,0,1,1
33483.jpg,1,1,1,0,0
22107.jpg,0,0,0,1,0
41609.jpg,1,0,0,1,0
40427.jpg,0,0,0,1,0
01629.jpg,1,0,0,1,0
33875.jpg,0,1,0,1,0
06274.jpg,1,0,0,0,0
18003.jpg,0,1,0,0,0
04411.jpg,0,0,0,1,0
30956.jpg,0,1,0,1,0
36478.jpg,0,1,0,1,0
39250.jpg,1,1,1,0,1
20436.jpg,0,1,0,1,0
28292.jpg,0,1,1,0,1
00628.jpg,0,0,0,1,1
44265.jpg,0,0,0,1,0
23404.jpg,0,1,0,1,0
08354.jpg,1,0,1,0,0
20315.jpg,0,0,0,1,0
45738.jpg,0,0,0,1,0
42506.jpg,1,0,0,0,0
08590.jpg,1,1,0,1,0
41941.jpg,0,1,1,1,1
22477.jpg,0,0,0,1,0
23667.jpg,0,0,1,1,0
31530.jpg,0,0,0,1,0
19879.jpg,1,1,0,0,1
16293.jpg,0,0,0,1,0
41488.jpg,0,0,0,1,0
09525.jpg,0,0,0,1,0
00176.jpg,0,0,0,1,0
25211.jpg,0,0,0,1,0
46582.jpg,0,0,0,1,0
05523.jpg,0,1,0,1,0
48698.jpg,0,0,0,1,0
34191.jpg,0,0,0,1,0
15376.jpg,0,1,0,0,0
33927.jpg,1,1,0,1,0
44928.jpg,1,0,1,0,0
12779.jpg,1,0,0,0,0
01859.jpg,0,0,0,1,0
47404.jpg,0,0,0,1,0
13373.jpg,0,0,0,1,0
25321.jpg,0,0,0,1,0
11408.jpg,1,0,0,0,0
32766.jpg,0,1,0,1,1
15329.jpg,1,1,0,0,0
46700.jpg,1,0,0,1,0
14888.jpg,0,1,0,1,0
08668.jpg,0,0,0,1,1
15338.jpg,0,0,0,1,0
22726.jpg,0,0,1,1,1
07234.jpg,0,0,0,1,0
32250.jpg,0,0,0,1,0
05656.jpg,0,0,0,1,0
32505.jpg,0,0,0,1,0
25040.jpg,1,0,0,1,0
32939.jpg,1,1,1,0,0
23168.jpg,1,1,0,1,0
39851.jpg,0,0,0,1,0
24209.jpg,0,1,0,1,0
06749.jpg,1,0,1,0,0
24504.jpg,0,0,0,1,0
33392.jpg,0,1,1,1,0
20036.jpg,0,1,0,1,0
06230.jpg,0,0,0,1,0
00927.jpg,1,0,1,1,0
47387.jpg,0,0,0,1,0
25610.jpg,0,0,0,1,0
37586.jpg,0,0,0,1,1
37045.jpg,0,0,0,1,1
21140.jpg,0,0,0,1,0
09371.jpg,0,1,1,0,0
13960.jpg,0,0,1,1,0
00169.jpg,1,1,1,0,0
23487.jpg,0,1,0,1,1
28767.jpg,0,0,0,1,0
32802.jpg,0,0,0,1,0
40943.jpg,1,0,0,1,0
43866.jpg,0,0,0,1,0
28440.jpg,0,0,0,1,1
35196.jpg,0,0,0,1,0
07247.jpg,0,0,0,1,0
10231.jpg,0,1,1,0,0
29961.jpg,1,0,0,0,0
44101.jpg,0,0,0,1,0
05202.jpg,1,0,0,1,0
24569.jpg,0,0,0,1,0
24990.jpg,0,0,0,1,0
18893.jpg,0,0,1,0,1
47189.jpg,1,0,0,1,0
25825.jpg,0,1,0,1,1
21805.jpg,1,0,0,0,0
16646.jpg,0,1,0,1,0
47942.jpg,0,1,0,1,0
44814.jpg,0,0,0,1,0
01087.jpg,0,0,0,1,0
45468.jpg,0,0,0,1,0
36555.jpg,0,0,0,1,0
32265.jpg,0,0,0,1,0
12373.jpg,1,1,0,1,0
37687.jpg,1,0,0,1,0
26973.jpg,0,0,0,1,0
25241.jpg,0,0,1,1,0
30221.jpg,0,0,1,1,0
16024.jpg,0,0,0,1,0
18394.jpg,0,0,0,1,0
36553.jpg,0,0,0,1,0
05674.jpg,0,0,0,1,1
30534.jpg,0,0,0,1,0
27310.jpg,0,0,0,1,0
05883.jpg,0,1,1,0,0
25585.jpg,1,0,0,1,0
33291.jpg,1,0,0,1,0
20668.jpg,0,1,0,1,0
41427.jpg,0,0,0,1,0
37476.jpg,0,0,1,0,0
12661.jpg,1,0,1,1,0
06198.jpg,0,0,0,1,0
26240.jpg,1,0,0,1,0
03310.jpg,1,0,0,0,0
37235.jpg,0,0,0,1,0
48467.jpg,1,1,0,0,0
24812.jpg,0,0,0,1,0
06002.jpg,0,1,1,1,0
42368.jpg,0,0,0,1,0
44047.jpg,0,0,0,1,0
20814.jpg,0,1,0,1,0
10716.jpg,1,0,1,0,0
22840.jpg,0,0,0,1,0
19197.jpg,0,1,1,0,0
02227.jpg,1,0,0,1,0
41319.jpg,1,0,0,1,0
12887.jpg,1,0,1,1,1
44828.jpg,0,0,1,1,1
46124.jpg,0,0,0,1,0
46404.jpg,0,0,0,1,0
29630.jpg,0,0,0,1,0
07530.jpg,1,0,0,1,0
11988.jpg,0,1,0,0,0
20277.jpg,0,0,0,1,0
46825.jpg,0,0,0,1,0
16030.jpg,0,0,0,1,0
05837.jpg,1,0,0,1,0
49137.jpg,1,0,0,0,0
04430.jpg,0,0,0,1,0
09476.jpg,0,1,0,1,0
13852.jpg,1,0,0,1,0
49507.jpg,0,0,1,1,0
48560.jpg,0,0,0,1,0
34398.jpg,0,0,0,1,0
32828.jpg,1,1,1,0,0
17289.jpg,0,0,0,1,0
15953.jpg,1,0,0,1,0
45147.jpg,0,0,0,1,1
22060.jpg,0,0,0,1,0
31599.jpg,1,0,0,1,0
11669.jpg,1,0,1,0,0
14963.jpg,0,1,0,1,1
03370.jpg,0,0,0,1,0
35541.jpg,0,1,0,1,0
17726.jpg,1,0,0,1,0
13755.jpg,0,1,0,1,0
22419.jpg,0,0,0,1,0
13810.jpg,1,0,1,0,0
16236.jpg,0,0,0,1,0
21250.jpg,0,0,0,1,0
46557.jpg,0,1,1,1,0
12640.jpg,0,1,0,1,0
27790.jpg,1,1,0,1,0
45552.jpg,1,0,0,0,0
37951.jpg,1,1,0,0,1
22067.jpg,0,0,0,1,0
04142.jpg,1,0,0,0,0
28819.jpg,1,0,0,1,0
37402.jpg,0,0,0,1,0
06617.jpg,1,0,0,1,0
46798.jpg,1,0,0,1,0
33825.jpg,0,1,0,0,0
40340.jpg,0,1,0,1,0
28888.jpg,0,0,0,1,0
03675.jpg,1,0,0,1,0
04233.jpg,0,0,0,1,0
48299.jpg,0,1,1,0,1
26451.jpg,0,1,0,1,0
13729.jpg,0,0,0,1,0
00048.jpg,0,0,1,0,1
11320.jpg,0,0,0,1,0
36372.jpg,0,0,0,1,0
42412.jpg,0,1,0,0,0
43282.jpg,0,0,0,1,0
37275.jpg,0,0,0,1,0
45062.jpg,0,0,0,1,0
36023.jpg,0,1,0,1,0
12214.jpg,0,0,1,1,0
35131.jpg,0,1,1,0,0
06799.jpg,0,0,0,1,0
41629.jpg,0,0,0,1,0
22929.jpg,0,0,0,1,0
30158.jpg,0,0,0,1,0
23611.jpg,0,0,1,1,0
04827.jpg,0,0,0,1,0
46810.jpg,0,0,0,1,0
06338.jpg,0,1,1,0,0
43951.jpg,0,0,0,1,0
20627.jpg,0,0,1,0,0
18999.jpg,0,0,0,1,0
25480.jpg,0,0,0,1,0
11034.jpg,0,0,0,1,0
34801.jpg,0,0,0,1,0
12571.jpg,0,0,0,1,0
24048.jpg,0,0,0,1,0
36082.jpg,0,0,0,1,0
03208.jpg,0,1,1,1,0
35810.jpg,0,0,0,1,0
33678.jpg,1,0,0,0,0
17687.jpg,0,1,1,0,0
16062.jpg,0,0,0,1,0
31404.jpg,0,0,0,1,0
29326.jpg,0,0,0,1,0
04410.jpg,0,0,0,1,0
23422.jpg,0,0,0,1,0
00143.jpg,0,0,0,1,0
17497.jpg,0,0,0,1,0
40396.jpg,0,0,0,1,0
47789.jpg,0,0,0,1,0
33013.jpg,0,0,1,1,0
26431.jpg,1,0,1,0,0
16888.jpg,0,0,0,0,0
43805.jpg,0,0,0,1,0
06168.jpg,0,0,0,1,0
21123.jpg,0,0,0,1,1
29975.jpg,1,0,0,1,0
07141.jpg,0,0,0,1,0
07131.jpg,0,0,0,1,0
48757.jpg,0,0,0,1,0
10661.jpg,0,1,0,1,0
32905.jpg,1,0,0,0,0
10135.jpg,0,0,0,1,0
15945.jpg,0,1,1,0,0
24422.jpg,0,0,0,1,0
49959.jpg,0,1,1,0,0
35483.jpg,0,0,1,1,0
27357.jpg,0,0,0,1,0
25065.jpg,1,0,1,1,0
23897.jpg,0,0,0,1,0
48770.jpg,0,0,1,0,0
04650.jpg,1,0,0,1,1
33712.jpg,1,0,1,0,0
22836.jpg,0,0,0,1,0
36750.jpg,1,0,0,1,0
28997.jpg,0,1,0,1,0
32260.jpg,0,0,0,1,0
48857.jpg,0,1,0,1,0
09134.jpg,1,0,0,1,0
45707.jpg,1,0,0,1,0
17130.jpg,0,0,0,1,0
22403.jpg,1,0,0,1,0
24329.jpg,0,0,1,1,0
20378.jpg,0,0,0,1,0
46549.jpg,1,0,0,0,0
30314.jpg,1,0,1,1,0
04656.jpg,0,0,0,1,0
14189.jpg,1,0,0,1,0
40148.jpg,0,0,0,1,0
16725.jpg,0,0,0,1,0
20831.jpg,0,0,0,1,0
43461.jpg,1,0,1,0,1
27163.jpg,0,1,1,0,0
35293.jpg,0,0,0,1,0
18982.jpg,1,0,0,1,0
38380.jpg,0,0,0,1,0
46463.jpg,0,0,0,1,0
07462.jpg,0,0,0,1,0
19528.jpg,0,1,0,0,1
25292.jpg,1,1,0,0,0
15614.jpg,0,0,0,1,0
10246.jpg,0,1,1,0,0
20420.jpg,0,1,0,1,0
33473.jpg,0,0,0,1,0
45412.jpg,1,0,0,0,0
08447.jpg,0,0,0,1,0
14763.jpg,1,0,0,1,0
16033.jpg,0,1,0,0,0
49714.jpg,0,0,0,1,0
24135.jpg,0,0,1,0,1
15772.jpg,0,0,1,1,0
31952.jpg,1,0,0,1,0
47438.jpg,1,0,0,1,0
48070.jpg,0,1,0,0,0
41758.jpg,0,0,0,1,0
16544.jpg,1,0,0,1,0
11576.jpg,0,0,0,1,1
00969.jpg,0,1,0,1,0
22894.jpg,1,0,0,0,0
16801.jpg,0,0,0,1,1
47804.jpg,0,0,0,1,0
21863.jpg,1,0,0,1,0
23064.jpg,0,0,0,1,0
05798.jpg,0,0,0,1,0
27211.jpg,1,0,0,1,0
31846.jpg,0,0,0,1,0
14318.jpg,0,0,0,1,0
23241.jpg,0,1,1,1,0
09985.jpg,1,0,1,0,0
10753.jpg,0,1,0,1,0
48818.jpg,0,1,0,1,0
35460.jpg,0,0,0,1,0
06524.jpg,1,0,0,1,0
22749.jpg,0,0,0,1,0
39405.jpg,0,0,0,1,0
47872.jpg,0,1,0,0,0
31276.jpg,0,0,1,1,0
13620.jpg,1,0,0,1,0
20921.jpg,0,0,0,1,0
49443.jpg,0,0,0,1,0
34168.jpg,1,0,1,0,0
41135.jpg,0,1,1,0,0
37516.jpg,0,0,0,1,0
33917.jpg,0,1,1,0,1
29180.jpg,0,0,0,1,0
16849.jpg,0,1,0,0,0
36585.jpg,0,1,1,0,0
33774.jpg,0,0,0,1,0
25479.jpg,0,0,0,1,0
16786.jpg,1,1,0,1,0
09364.jpg,0,0,0,1,0
07843.jpg,0,0,0,1,0
19734.jpg,0,0,0,1,0
15928.jpg,0,0,0,1,0
17635.jpg,0,0,0,1,0
25674.jpg,1,1,0,1,0
26823.jpg,0,0,0,1,0
04004.jpg,1,0,1,1,0
18587.jpg,0,1,0,1,0
37165.jpg,0,1,0,1,0
31374.jpg,1,0,0,1,0
07304.jpg,0,0,0,1,0
44546.jpg,1,1,0,1,0
14290.jpg,0,1,0,1,0
24707.jpg,1,1,1,0,0
35866.jpg,0,0,0,1,0
29159.jpg,1,0,0,1,0
42182.jpg,1,1,0,1,0
12440.jpg,0,0,0,1,0
28786.jpg,0,0,0,1,0
08250.jpg,0,0,0,1,0
34941.jpg,0,1,0,1,0
04915.jpg,0,0,0,1,0
11483.jpg,0,1,0,1,0
19966.jpg,1,0,0,1,0
42030.jpg,0,0,0,1,0
45947.jpg,0,0,0,1,0
49689.jpg,0,0,1,1,0
42828.jpg,1,1,0,0,0
48763.jpg,0,1,0,1,0
42749.jpg,0,1,0,0,0
17548.jpg,0,0,0,1,0
03328.jpg,0,1,0,1,1
46152.jpg,1,0,0,0,0
01507.jpg,0,0,0,1,0
08324.jpg,0,0,0,1,0
23824.jpg,0,0,0,1,0
12567.jpg,1,1,0,1,1
12273.jpg,0,0,0,1,0
38223.jpg,0,0,0,1,0
33084.jpg,0,0,1,1,0
13657.jpg,0,0,0,1,0
05079.jpg,0,0,0,1,0
10602.jpg,1,0,0,1,0
39140.jpg,0,0,0,1,0
17449.jpg,1,0,0,1,0
19514.jpg,0,1,0,1,0
02037.jpg,0,1,0,1,0
37660.jpg,1,1,0,1,0
29543.jpg,1,0,0,1,0
22953.jpg,1,0,0,1,0
36012.jpg,0,1,0,1,0
20545.jpg,0,1,0,1,0
34723.jpg,0,0,0,1,1
12274.jpg,0,0,0,1,0
27309.jpg,0,0,1,0,0
12956.jpg,0,0,0,1,1
02079.jpg,0,0,1,0,0
16932.jpg,0,1,0,1,0
29456.jpg,0,0,0,1,0
43645.jpg,0,0,0,1,0
47216.jpg,0,0,0,1,0
41103.jpg,1,0,1,0,0
07070.jpg,0,1,0,1,0
15655.jpg,0,0,0,1,0
29705.jpg,0,0,0,1,0
49261.jpg,1,0,0,1,0
23208.jpg,0,0,0,1,0
21727.jpg,1,1,1,0,0
12969.jpg,0,0,0,1,0
30648.jpg,0,0,0,1,0
24091.jpg,1,0,0,1,0
46947.jpg,1,0,0,0,0
15756.jpg,0,1,0,1,0
45676.jpg,0,0,0,1,0
17612.jpg,1,0,0,1,0
19509.jpg,0,0,0,1,0
16074.jpg,0,0,0,1,0
34581.jpg,0,0,0,1,0
32521.jpg,0,1,0,1,0
41715.jpg,1,0,0,1,0
02812.jpg,1,0,0,1,0
15331.jpg,0,0,0,1,0
22300.jpg,1,0,0,0,0
36095.jpg,0,0,0,1,0
37558.jpg,0,0,0,1,0
34351.jpg,0,0,0,1,1
15437.jpg,0,0,0,1,0
15910.jpg,1,0,0,1,0
15263.jpg,0,0,1,0,1
07255.jpg,1,0,0,1,1
28523.jpg,1,0,0,1,0
47639.jpg,0,0,0,1,0
28178.jpg,0,0,0,1,0
41252.jpg,0,0,1,1,0
00158.jpg,0,0,0,1,0
24979.jpg,1,0,0,1,0
43313.jpg,0,0,0,1,0
37160.jpg,1,0,0,1,0
43808.jpg,0,0,0,1,0
17753.jpg,1,0,0,1,0
28656.jpg,0,1,0,1,1
21392.jpg,0,1,0,1,0
26717.jpg,1,0,0,0,0
31440.jpg,1,1,0,1,0
21021.jpg,1,0,0,0,0
16560.jpg,0,0,0,1,0
20424.jpg,1,0,1,0,0
16266.jpg,0,0,0,1,1
47110.jpg,1,1,0,1,0
40219.jpg,0,0,0,1,0
12983.jpg,0,0,0,1,0
22206.jpg,0,1,0,1,0
27189.jpg,0,0,0,1,0
12420.jpg,0,1,1,0,0
09550.jpg,1,0,0,1,0
02296.jpg,0,1,0,1,1
11594.jpg,0,0,0,1,0
33406.jpg,0,0,0,1,1
38476.jpg,0,0,0,1,0
18376.jpg,0,0,0,1,0
36774.jpg,0,0,0,1,0
42196.jpg,1,0,0,1,0
44532.jpg,1,0,1,1,0
04702.jpg,1,0,0,0,0
22062.jpg,1,0,0,0,0
01084.jpg,0,1,0,1,0
04394.jpg,0,1,0,1,0
03161.jpg,1,1,0,0,0
09573.jpg,0,1,0,1,0
44746.jpg,1,0,0,1,0
21342.jpg,0,0,0,1,1
08839.jpg,1,0,0,0,0
09797.jpg,0,0,0,1,0
03996.jpg,0,1,0,1,0
28186.jpg,0,0,0,1,0
16511.jpg,1,0,1,0,0
46386.jpg,0,1,0,0,0
27293.jpg,0,0,0,1,0
19679.jpg,1,0,0,1,0
49651.jpg,0,1,0,1,0
36686.jpg,0,0,0,1,0
25124.jpg,0,0,0,1,0
27433.jpg,0,0,0,1,0
36352.jpg,0,0,0,1,0
26956.jpg,1,0,1,1,0
13815.jpg,0,0,0,1,0
01301.jpg,0,0,0,1,0
13133.jpg,0,0,1,1,0
44403.jpg,0,0,0,1,0
39011.jpg,0,0,0,1,0
12540.jpg,0,0,1,1,0
08643.jpg,0,1,0,1,0
01447.jpg,0,0,0,1,0
26270.jpg,1,0,0,1,0
17530.jpg,0,0,1,1,0
32800.jpg,0,0,0,1,0
20170.jpg,1,1,0,1,0
34686.jpg,1,1,0,1,0
03572.jpg,0,1,0,1,0
42484.jpg,0,0,0,1,0
46634.jpg,0,1,0,1,1
05808.jpg,1,1,0,1,0
45132.jpg,0,0,1,0,1
17029.jpg,0,0,0,1,0
39733.jpg,1,0,1,0,0
08750.jpg,0,1,0,1,0
23884.jpg,0,0,0,1,0
46398.jpg,1,0,0,1,0
33990.jpg,0,1,0,1,0
06451.jpg,0,1,0,1,1
34252.jpg,0,0,0,1,0
13897.jpg,1,1,0,1,0
46076.jpg,1,1,0,0,0
39848.jpg,0,1,1,1,1
20235.jpg,1,0,0,1,0
00378.jpg,0,0,0,1,0
26344.jpg,0,1,0,1,0
14309.jpg,0,0,0,1,0
09510.jpg,0,1,1,1,0
18363.jpg,0,1,1,0,0
33387.jpg,0,0,0,1,0
49453.jpg,1,0,1,0,0
49880.jpg,0,1,0,1,0
27968.jpg,1,1,0,1,0
33500.jpg,1,0,0,1,0
40125.jpg,0,0,0,1,0
34495.jpg,0,0,0,1,0
36492.jpg,0,0,0,1,0
00798.jpg,1,1,0,0,0
35934.jpg,1,0,0,1,0
46090.jpg,0,1,0,1,0
42277.jpg,0,0,0,1,0
43222.jpg,1,0,0,1,0
13532.jpg,0,1,0,0,0
42060.jpg,1,0,0,1,0
13902.jpg,0,0,0,1,0
46652.jpg,0,0,0,1,0
19201.jpg,1,0,0,1,0
14111.jpg,0,0,0,1,1
13084.jpg,0,1,1,0,0
20782.jpg,0,0,0,1,0
14987.jpg,1,0,0,1,0
25617.jpg,0,0,0,1,0
11162.jpg,0,0,0,1,0
26721.jpg,1,0,0,0,0
28524.jpg,0,0,0,1,0
10989.jpg,0,1,1,0,0
30971.jpg,0,1,0,1,0
24365.jpg,0,0,1,1,1
31820.jpg,0,1,0,1,0
05830.jpg,0,0,0,1,0
29302.jpg,0,0,0,1,0
11480.jpg,0,1,1,0,0
34198.jpg,0,1,1,1,1
14025.jpg,0,1,1,0,0
46447.jpg,0,0,0,1,1
24676.jpg,0,0,0,1,0
04345.jpg,0,0,0,1,0
35077.jpg,1,0,0,0,0
46013.jpg,0,1,0,1,0
23602.jpg,1,0,0,1,0
02495.jpg,0,1,1,0,0
03149.jpg,0,0,0,1,0
32683.jpg,0,0,0,1,0
18734.jpg,0,0,0,1,0
19638.jpg,1,0,0,1,0
16199.jpg,0,1,0,1,0
36367.jpg,0,0,0,1,0
00403.jpg,0,0,0,1,0
08468.jpg,1,0,1,0,0
03899.jpg,1,1,0,0,0
45353.jpg,0,0,0,1,0
46688.jpg,1,0,0,1,0
15979.jpg,0,0,0,1,0
20274.jpg,0,1,1,0,0
07409.jpg,0,0,0,1,0
14829.jpg,0,0,0,1,0
18736.jpg,1,0,0,1,0
23259.jpg,0,0,0,1,0
42629.jpg,0,0,0,1,1
45555.jpg,0,1,0,1,0
40047.jpg,0,1,0,0,0
49356.jpg,1,0,0,1,0
38771.jpg,0,0,0,1,0
32573.jpg,1,1,1,0,0
10108.jpg,1,0,0,1,0
36811.jpg,0,0,0,1,0
30775.jpg,1,0,0,1,0
38005.jpg,1,0,1,1,0
12138.jpg,0,0,0,1,0
15888.jpg,1,0,0,0,1
47223.jpg,1,1,0,1,0
20293.jpg,0,0,0,1,1
46343.jpg,0,1,0,1,0
20839.jpg,0,0,0,1,1
49202.jpg,0,0,0,1,0
27224.jpg,1,1,0,1,0
19825.jpg,0,1,0,1,0
09019.jpg,0,0,0,1,0
27998.jpg,0,1,0,0,1
16576.jpg,0,1,0,1,0
14007.jpg,1,1,0,1,0
28973.jpg,0,0,0,1,0
03836.jpg,1,0,0,0,0
22433.jpg,0,0,0,1,0
41786.jpg,0,1,0,0,0
35747.jpg,0,0,0,1,0
32969.jpg,0,0,0,1,0
24335.jpg,0,0,1,1,1
47036.jpg,0,0,0,1,0
42566.jpg,0,0,0,1,0
12158.jpg,1,0,1,0,0
25454.jpg,0,1,0,1,0
44439.jpg,0,0,0,1,0
18095.jpg,0,0,0,1,0
15320.jpg,0,0,0,1,0
38108.jpg,1,1,0,0,0
35177.jpg,0,0,1,1,0
32715.jpg,0,1,0,0,0
02456.jpg,0,0,0,1,0
22983.jpg,1,0,0,1,0
48559.jpg,0,0,0,1,0
12155.jpg,0,0,0,1,0
07565.jpg,1,0,0,0,0
26932.jpg,0,0,0,1,0
35684.jpg,0,0,0,1,0
45615.jpg,0,1,0,1,0
24204.jpg,0,0,0,1,0
00565.jpg,1,1,1,0,0
27714.jpg,0,1,0,1,0
24146.jpg,0,1,0,1,0
35198.jpg,1,0,0,1,0
29027.jpg,0,1,0,1,0
06483.jpg,0,0,0,1,0
02484.jpg,1,0,0,0,0
44885.jpg,0,0,0,1,0
20585.jpg,1,0,1,0,0
